ID,Drama,Comedy,Action,Thriller,Sci-Fi,Romance,Adventure,Crime,War,Horror,Children,Animation,Mystery,Musical,Fantasy,Film-Noir,Western,Documentary
5408,19,32,21,8,28,18,25,1,4,7,25,18,3,43,15,2,1,0
5409,10,7,7,5,3,2,4,1,4,1,0,0,0,0,2,0,0,0
5410,20,16,8,5,7,7,4,3,4,4,1,0,0,2,0,0,3,1
5411,11,3,3,4,2,4,3,0,1,3,4,1,0,1,3,0,0,0
5412,79,70,108,57,61,34,57,21,22,25,31,26,10,10,16,7,4,2
5413,99,37,70,71,49,20,26,36,16,11,3,6,13,1,5,12,8,3
5414,11,29,27,14,22,5,16,1,4,38,7,3,0,5,8,0,0,0
5415,14,42,8,2,3,14,11,2,4,3,9,4,0,4,2,0,0,0
5416,15,23,11,11,9,2,6,5,2,6,3,1,2,0,0,0,2,2
5417,5,11,12,3,22,5,19,1,2,7,12,1,0,0,27,0,0,0
5418,80,100,65,34,47,42,43,24,28,15,17,13,11,30,10,8,8,15
5419,45,27,15,15,13,9,9,16,10,3,4,5,4,2,2,6,1,0
5420,25,65,13,6,10,13,36,2,5,3,134,52,2,43,28,1,1,0
5421,58,24,11,11,4,14,4,9,7,1,1,0,2,1,2,2,0,1
5422,34,155,10,12,9,40,9,13,4,5,8,3,9,7,6,11,4,0
5423,40,25,14,17,8,10,9,11,7,4,2,1,8,5,2,6,5,3
5424,57,59,33,25,15,25,15,9,9,2,7,6,3,1,4,1,4,0
5425,23,17,3,5,7,4,2,5,2,3,1,3,0,0,1,1,0,0
5426,99,106,88,85,41,38,35,21,16,25,12,8,13,7,7,2,6,0
5427,41,33,14,12,7,7,8,8,13,2,3,2,4,2,1,5,2,4
5428,223,129,89,72,24,97,26,38,24,13,14,4,14,6,5,1,5,0
5429,82,47,4,8,4,28,3,4,4,1,10,4,3,2,2,1,1,3
5430,35,60,12,11,5,74,14,0,5,1,33,23,3,51,4,0,0,0
5431,46,38,8,7,4,21,1,2,7,0,8,5,3,1,0,0,0,2
5432,118,46,19,18,2,28,7,16,26,2,1,0,11,7,0,8,6,2
5433,221,195,220,186,189,67,101,64,39,96,34,11,36,13,24,10,9,7
5434,106,95,40,44,49,30,27,14,9,4,4,2,14,4,5,5,2,7
5435,21,8,21,12,19,5,9,2,5,0,1,0,3,1,2,1,1,0
5436,4,7,30,14,10,5,13,4,1,1,0,0,2,0,0,0,2,0
5437,47,51,49,42,34,11,31,25,6,9,6,1,15,3,15,6,10,1
5438,68,17,15,16,6,15,4,11,10,2,2,1,2,1,1,2,1,0
5439,14,7,3,1,0,2,1,1,4,1,1,0,1,1,0,0,0,0
5440,14,24,3,7,4,5,2,3,0,2,2,0,3,1,3,4,1,0
5441,73,70,64,39,44,19,30,20,27,14,17,5,6,8,14,4,11,2
5442,28,21,10,20,6,7,3,14,1,3,1,3,2,2,0,2,1,0
5443,139,149,114,73,89,104,68,37,38,32,18,7,5,17,28,3,4,4
5444,9,14,4,12,5,7,2,1,1,5,2,2,2,1,2,1,1,0
5445,43,51,57,39,43,15,44,13,13,10,10,7,9,3,21,9,3,0
5446,70,27,13,16,10,13,8,11,19,8,2,2,6,6,1,7,3,4
5447,71,47,4,6,4,37,7,5,5,4,6,2,2,19,2,3,2,0
5448,165,135,34,31,27,68,23,23,24,12,21,8,11,31,5,7,12,2
5449,15,25,77,36,22,16,29,6,10,8,1,2,2,3,5,1,1,0
5450,119,113,60,34,70,59,48,13,18,37,21,17,8,14,19,4,3,3
5451,31,22,53,20,15,20,20,14,12,2,3,0,5,3,4,14,2,0
5452,111,109,84,59,40,59,31,30,16,5,12,6,5,6,12,6,1,12
5453,92,47,87,97,69,17,38,27,22,16,10,9,15,2,11,6,1,2
5454,31,11,19,12,6,7,10,3,10,5,2,3,4,3,2,3,2,0
5455,36,34,56,30,30,17,54,8,5,13,13,6,3,4,10,3,2,0
5456,14,34,2,1,2,10,3,1,3,2,3,1,0,2,2,0,1,1
5457,27,66,67,37,89,23,41,16,11,9,19,19,6,10,11,4,0,0
5458,184,143,72,76,36,63,33,47,27,8,8,14,22,9,8,7,3,3
5459,22,128,14,29,12,31,9,8,3,38,25,6,3,2,8,0,2,0
5460,44,26,14,12,11,15,7,13,8,4,5,4,2,5,1,2,0,0
5461,11,44,2,3,0,6,1,2,1,1,6,7,1,2,2,0,2,0
5462,8,17,9,9,5,5,2,2,0,5,2,1,0,0,0,0,0,0
5463,154,56,27,41,21,32,14,21,34,12,12,8,12,14,3,14,4,11
5464,62,32,12,15,10,19,3,8,11,4,3,3,11,3,1,9,4,1
5465,7,13,2,3,0,2,1,0,1,1,1,1,1,0,1,1,2,0
5466,94,80,40,34,23,38,26,30,20,31,5,8,11,7,4,18,8,4
5467,11,9,4,1,2,2,4,2,0,0,0,0,2,1,0,2,17,0
5468,151,98,112,85,71,47,50,33,21,13,18,22,26,7,13,10,3,9
5469,36,11,43,69,24,15,11,10,25,3,0,1,12,1,1,13,5,0
5470,62,24,11,13,9,15,7,9,12,2,7,4,6,4,1,3,3,6
5471,14,7,3,6,4,3,4,8,2,1,1,0,1,0,2,0,0,0
5472,77,87,128,57,61,55,82,25,25,15,39,22,16,20,15,5,10,0
5473,33,16,62,48,39,18,29,14,10,6,1,0,12,0,6,5,1,0
5474,12,15,17,9,34,3,9,0,6,3,3,2,1,0,3,2,0,0
5475,158,186,76,63,38,57,37,33,21,18,11,4,8,9,8,4,5,4
5476,17,6,6,6,2,3,2,2,3,1,0,0,4,0,1,8,0,0
5477,9,3,11,3,18,3,9,0,4,1,3,1,1,1,2,0,0,0
5478,12,13,10,6,9,10,8,0,3,0,4,2,0,1,3,0,2,0
5479,45,60,17,11,10,22,10,9,5,5,5,3,5,0,3,2,0,3
5480,45,93,17,10,3,82,14,3,5,5,16,10,2,30,5,0,1,1
5481,20,16,12,12,12,6,7,1,3,5,2,4,2,0,1,1,0,0
5482,150,116,104,75,46,58,52,47,31,20,17,13,11,9,11,5,8,3
5483,98,121,23,17,15,52,15,15,9,5,31,17,3,11,5,0,4,0
5484,28,5,36,22,39,4,13,9,17,3,1,0,2,0,3,2,9,0
5485,33,36,44,16,51,19,28,5,17,7,7,7,5,12,5,1,1,0
5486,23,9,14,11,3,2,4,36,1,2,0,0,2,0,0,4,0,0
5487,13,14,20,7,22,4,13,0,4,3,4,2,0,1,4,0,1,0
5488,105,89,51,29,44,45,38,19,13,9,27,17,6,21,16,4,2,3
5489,25,23,21,22,9,9,8,9,12,2,2,0,8,2,5,1,0,0
5490,27,20,56,45,37,7,31,12,7,19,21,19,10,9,7,1,10,0
5491,79,72,48,48,26,39,21,19,12,10,8,10,11,9,3,2,7,2
5492,96,188,89,74,47,65,45,20,6,32,42,13,11,5,11,0,4,0
5493,261,247,86,91,38,79,32,55,29,13,24,13,25,8,12,12,3,8
5494,35,29,27,12,6,19,6,7,6,1,1,1,4,6,2,3,2,0
5495,13,11,4,5,1,1,0,2,1,2,1,1,1,3,0,0,0,1
5496,35,34,11,18,9,13,3,8,4,4,4,3,2,2,2,1,0,1
5497,22,65,93,26,30,17,36,11,9,5,4,4,0,5,6,0,4,0
5498,34,26,8,7,1,12,1,4,5,0,4,0,1,0,0,0,1,3
5499,35,24,15,19,8,16,4,10,3,0,1,1,3,0,1,2,0,0
5500,48,22,1,1,0,9,0,2,4,0,2,2,1,1,0,0,0,0
5501,126,319,123,74,121,83,80,28,53,45,29,8,41,10,27,9,19,2
5502,65,35,22,20,8,50,6,9,10,3,0,0,2,1,0,2,4,1
5503,21,21,7,9,3,11,4,2,1,1,0,0,1,1,0,0,1,0
5504,140,213,229,90,127,60,129,52,78,34,98,50,18,42,41,6,14,0
5505,16,15,45,21,17,12,19,17,5,2,25,29,8,14,4,16,0,0
5506,12,21,9,6,12,6,20,1,1,1,19,3,1,2,33,0,0,0
5507,13,18,9,9,6,5,4,1,1,3,5,1,0,0,0,0,0,0
5508,20,36,14,10,8,12,11,3,2,6,10,4,0,0,12,1,2,0
5509,98,25,6,5,3,17,4,4,9,0,0,0,1,1,0,0,1,1
5510,20,13,47,14,17,6,17,7,18,4,2,1,0,0,1,0,0,0
5511,222,266,218,200,87,145,122,70,41,22,39,5,48,17,28,22,15,3
5512,62,109,88,41,31,67,52,17,12,14,36,17,15,11,11,1,3,0
5513,55,14,8,3,4,12,4,2,7,2,5,2,4,3,1,0,1,0
5514,9,19,2,7,3,4,1,1,2,4,5,3,1,0,2,0,0,0
5515,15,8,21,7,9,5,15,7,8,0,9,0,0,0,19,0,1,0
5516,69,58,43,31,4,24,23,8,9,0,2,0,10,1,2,1,2,0
5517,149,70,20,38,12,45,23,21,38,21,12,7,18,23,1,23,11,2
5518,22,54,47,25,41,16,40,6,7,5,8,3,2,1,10,1,4,0
5519,102,125,82,35,78,42,75,17,29,37,28,16,9,28,25,4,4,3
5520,63,47,59,46,29,35,36,14,11,6,10,5,8,5,2,3,3,0
5521,23,21,6,10,4,6,4,3,3,2,4,3,0,3,0,0,0,1
5522,242,209,81,62,52,91,48,41,21,28,21,13,23,19,15,9,4,15
5523,80,126,141,66,85,60,93,17,18,13,71,39,10,30,25,2,7,1
5524,40,96,8,22,5,34,7,7,5,3,37,20,20,44,4,4,1,0
5525,3,11,2,1,2,3,3,1,1,0,9,7,0,2,0,0,0,0
5526,214,34,36,63,14,39,13,59,25,6,3,1,59,3,2,12,2,0
5527,17,5,6,7,3,2,4,5,1,0,3,0,0,0,1,0,1,0
5528,46,13,7,13,6,9,5,7,10,4,2,1,4,4,1,5,3,1
5529,12,9,4,3,0,3,0,2,2,0,1,0,1,0,0,0,0,1
5530,277,289,100,74,44,119,74,47,24,28,84,31,18,34,37,3,4,7
5531,31,19,144,51,41,19,44,15,20,5,0,0,3,1,6,0,6,0
5532,51,34,20,12,6,38,5,12,4,8,1,3,1,6,2,2,1,3
5533,13,2,8,2,3,4,4,2,4,0,1,0,1,0,6,0,2,0
5534,20,9,34,15,16,6,43,4,6,1,3,1,0,1,3,1,2,0
5535,98,44,52,25,31,18,30,23,24,7,17,21,2,11,6,2,11,0
5536,261,193,156,183,81,100,72,69,30,45,21,2,29,7,19,9,15,8
5537,39,7,2,10,2,6,4,2,11,2,2,1,5,4,1,4,0,5
5538,59,70,29,29,25,25,22,10,11,13,5,4,23,11,7,11,2,0
5539,202,199,35,57,24,83,30,37,30,11,36,25,26,53,10,21,6,22
5540,22,18,26,8,24,7,20,2,17,6,3,2,1,9,1,1,15,0
5541,16,1,13,6,4,1,4,5,6,2,0,0,3,0,1,4,1,0
5542,39,18,5,9,4,7,3,7,7,4,0,0,2,3,0,7,5,0
5543,77,111,105,60,101,37,79,24,14,29,62,51,14,31,29,4,1,1
5544,15,13,13,18,7,4,1,5,1,6,2,2,2,1,1,0,1,0
5545,69,58,26,18,24,23,14,9,11,12,5,7,7,5,2,6,4,2
5546,4,9,8,6,8,1,5,4,0,26,0,0,1,0,1,0,0,0
5547,56,95,13,11,2,72,9,19,8,5,8,4,5,10,3,0,1,1
5548,101,70,10,24,1,47,1,11,5,5,1,0,5,1,2,1,0,2
5549,17,10,11,6,2,4,4,16,2,2,0,0,0,0,1,1,1,0
5550,209,164,226,131,134,82,114,43,55,60,34,15,30,16,26,6,22,1
5551,11,4,7,27,7,1,1,12,0,41,0,0,5,1,0,18,0,0
5552,17,25,10,7,3,7,3,1,7,1,1,1,1,7,1,0,3,0
5553,113,76,73,53,43,45,36,28,27,13,8,2,19,7,8,11,8,1
5554,16,14,46,32,73,2,18,6,5,29,1,0,6,0,6,2,0,0
5555,144,132,240,155,97,62,106,50,47,46,53,29,24,24,29,5,16,3
5556,73,67,68,40,108,116,50,5,19,18,48,48,5,25,15,4,2,9
5557,91,79,42,25,35,24,12,15,25,11,6,6,4,7,8,1,3,7
5558,26,81,54,21,50,14,76,2,6,0,160,78,6,34,44,2,0,1
5559,36,5,3,8,1,6,0,5,3,0,0,0,3,0,0,1,1,0
5560,20,40,23,24,35,9,8,6,5,5,6,4,2,2,4,2,2,0
5561,107,69,31,38,12,33,13,15,9,3,18,8,8,7,3,2,5,20
5562,34,40,7,7,6,22,6,1,4,2,10,5,1,5,4,0,0,0
5563,25,19,3,3,3,15,3,5,3,0,6,2,0,1,2,0,0,0
5564,13,16,7,11,4,4,6,1,1,2,3,2,1,4,1,0,2,0
5565,44,94,50,36,57,45,33,12,13,5,11,9,8,4,11,8,2,0
5566,55,27,28,14,36,15,26,0,30,2,10,6,6,12,5,2,2,11
5567,208,188,41,35,18,54,22,26,31,7,18,3,27,16,3,13,29,0
5568,47,89,187,84,103,53,97,21,17,67,29,8,8,12,33,2,7,1
5569,79,151,21,18,14,80,20,4,9,5,27,15,5,14,8,1,0,1
5570,61,111,129,81,57,50,82,24,16,11,31,18,9,14,20,5,5,0
5571,48,29,11,21,8,12,8,11,9,12,16,5,8,6,4,10,2,2
5572,32,18,29,16,10,10,7,21,9,2,0,0,3,1,0,1,1,0
5573,106,34,11,46,8,37,6,10,12,8,2,0,30,3,2,7,2,12
5574,31,32,26,33,32,37,26,6,8,70,32,26,8,31,14,4,0,0
5575,40,223,38,20,26,53,39,16,7,12,47,17,3,19,33,2,10,0
5576,63,85,121,37,67,45,84,13,16,8,64,34,5,43,19,2,4,0
5577,12,6,9,6,5,5,2,1,1,1,0,0,3,1,0,2,2,0
5578,29,34,31,16,14,12,15,6,6,3,5,1,4,1,8,1,1,0
5579,15,6,5,4,1,1,1,5,2,1,3,1,3,2,1,0,0,0
5580,156,202,80,61,35,82,48,20,23,7,10,6,7,13,7,2,3,1
5581,10,7,34,14,8,5,8,11,2,1,0,0,1,1,0,1,0,0
5582,63,45,14,20,7,20,7,10,19,5,3,3,11,10,0,12,4,1
5583,34,27,52,25,15,14,18,5,16,3,4,6,3,0,2,2,29,0
5584,21,16,7,11,11,10,3,5,1,43,0,0,3,3,1,1,0,2
5585,107,69,77,61,31,34,19,71,19,33,1,1,19,6,4,11,1,1
5586,17,5,4,5,0,1,1,6,2,0,0,0,1,0,0,1,1,3
5587,26,13,11,15,4,4,3,3,3,3,2,4,0,1,0,1,1,0
5588,32,9,4,3,2,4,3,3,3,0,2,0,1,2,1,0,0,0
5589,16,9,1,11,2,5,0,6,2,1,0,0,18,0,0,5,0,0
5590,24,6,2,1,0,2,1,2,3,0,0,0,1,0,0,0,1,9
5591,19,15,8,10,7,4,4,7,1,2,0,0,2,3,2,1,2,0
5592,36,21,54,27,73,7,33,8,16,11,5,3,7,1,9,5,2,1
5593,34,40,76,51,62,18,41,16,16,14,7,5,5,3,5,2,5,1
5594,80,25,16,18,3,23,9,10,15,6,2,1,7,6,1,3,1,1
5595,37,37,120,60,90,13,50,16,14,42,5,7,7,3,10,3,3,0
5596,73,49,38,36,45,27,23,19,18,24,9,10,11,13,13,8,4,6
5597,30,35,15,41,33,6,2,15,3,157,2,4,8,10,0,4,1,3
5598,39,60,38,21,28,22,26,4,11,7,13,9,1,3,11,0,1,0
5599,97,77,79,48,13,106,17,17,11,7,5,3,9,2,0,1,3,1
5600,106,177,22,18,17,61,18,12,10,6,12,4,4,14,10,2,4,1
5601,34,12,38,42,11,11,7,24,8,2,4,5,8,6,1,4,1,13
5602,28,32,16,5,8,11,6,5,10,1,14,15,2,6,6,2,0,0
5603,79,43,33,16,19,32,12,11,32,41,2,0,1,0,2,1,23,1
5604,125,72,59,58,15,76,20,14,31,9,17,11,12,11,3,2,3,1
5605,228,288,113,115,76,120,97,38,26,80,119,57,26,69,38,6,12,1
5606,14,9,1,2,1,13,1,0,2,0,0,0,1,1,1,1,0,1
5607,30,133,14,7,11,26,9,5,3,6,8,5,3,4,6,0,1,1
5608,21,6,3,2,3,1,2,4,4,0,1,0,0,0,1,0,0,0
5609,30,4,5,5,4,3,3,4,4,7,1,0,0,2,1,0,2,0
5610,27,6,4,8,2,7,4,5,3,0,1,1,0,0,1,0,2,1
5611,6,4,24,9,12,3,5,1,3,5,1,0,0,1,0,0,0,0
5612,14,18,6,9,2,5,0,4,0,6,0,0,1,3,0,0,0,0
5613,22,77,7,5,8,15,4,3,4,3,4,4,1,4,5,0,2,0
5614,327,256,169,149,154,110,117,62,38,103,42,21,47,29,33,11,7,7
5615,99,160,65,63,34,56,42,20,18,11,25,14,16,10,6,5,3,1
5616,58,57,31,7,22,16,14,9,27,6,4,0,3,5,4,2,3,0
5617,13,9,47,24,50,5,25,3,10,6,2,0,1,0,5,2,1,0
5618,20,53,27,29,11,20,15,6,5,2,9,10,1,8,3,0,0,0
5619,33,37,12,13,8,49,15,9,4,2,12,2,2,8,22,1,1,0
5620,71,48,88,67,45,33,38,12,15,17,11,9,3,8,8,2,5,0
5621,170,178,123,75,60,70,59,45,30,31,17,9,16,16,14,7,11,2
5622,27,62,9,7,5,12,4,4,3,4,1,4,7,3,1,8,5,1
5623,87,105,63,31,38,34,40,17,16,19,33,13,8,12,12,1,4,0
5624,40,34,54,25,25,21,27,14,32,3,7,9,4,4,12,7,0,2
5625,45,96,22,17,11,18,13,29,3,3,4,2,7,8,2,11,3,6
5626,63,23,86,27,18,16,27,13,72,4,2,0,4,4,2,2,13,1
5627,243,263,195,167,112,92,104,60,41,107,60,48,42,33,26,18,22,19
5628,6,4,15,6,7,5,4,1,3,4,1,0,1,0,2,0,0,0
5629,53,32,18,16,12,14,11,12,14,3,7,4,5,7,6,5,2,3
5630,101,103,53,42,34,27,23,20,20,6,26,23,10,13,6,6,3,5
5631,49,12,15,12,16,7,5,3,13,3,3,3,4,3,1,1,0,1
5632,21,9,42,20,9,15,12,4,7,0,1,1,2,0,1,0,1,0
5633,21,6,15,6,19,2,13,3,7,0,1,0,1,1,2,1,0,0
5634,38,169,92,44,77,46,88,16,8,24,35,10,8,9,35,3,4,0
5635,6,4,4,2,2,3,5,0,1,2,9,4,0,5,1,0,0,5
5636,345,321,206,150,102,108,74,88,47,53,14,14,38,17,16,13,25,2
5637,22,18,11,10,5,3,5,4,2,4,4,1,5,4,1,1,0,1
5638,97,16,12,5,6,27,10,7,12,1,5,0,1,1,1,0,2,0
5639,23,9,5,12,2,6,2,5,2,3,3,2,3,3,1,0,0,0
5640,9,13,7,10,5,2,4,0,1,3,3,1,0,0,2,0,1,0
5641,59,72,14,14,5,62,7,3,5,1,7,5,0,1,2,0,0,0
5642,2,18,5,0,3,5,10,0,1,0,44,28,0,16,7,0,0,0
5643,451,350,184,181,84,196,97,74,49,43,79,44,55,57,27,18,27,7
5644,22,29,17,15,12,17,5,3,6,1,20,18,3,10,2,0,0,0
5645,77,81,93,55,58,44,50,16,13,24,31,22,9,12,10,2,5,0
5646,38,41,32,12,20,9,23,4,14,7,14,10,1,2,9,2,2,1
5647,49,52,51,23,22,17,26,23,11,5,12,3,4,8,8,1,4,0
5648,31,46,48,27,22,23,31,20,7,8,8,8,5,7,5,1,0,0
5649,96,74,36,31,16,61,13,12,14,11,14,10,4,10,3,0,3,1
5650,67,126,75,23,44,58,59,9,12,29,81,48,7,43,26,2,4,0
5651,8,11,6,11,2,4,2,12,1,2,11,12,1,8,0,1,0,0
5652,84,19,11,27,2,14,1,32,4,4,1,0,7,1,1,1,0,0
5653,124,70,45,60,14,36,17,13,13,8,4,1,10,9,2,3,9,3
5654,108,124,60,67,54,37,27,26,14,21,9,12,10,1,14,4,0,8
5655,49,33,30,26,11,32,15,10,6,2,14,8,5,8,1,2,1,0
5656,25,2,8,4,3,2,3,3,3,0,0,0,0,0,0,0,1,0
5657,81,60,53,56,25,39,26,22,9,8,24,10,11,8,6,3,5,2
5658,35,14,52,19,18,9,51,35,11,3,2,0,5,1,4,5,26,5
5659,48,62,79,65,73,54,38,15,7,18,7,5,10,2,3,1,5,1
5660,8,8,16,9,21,3,11,1,3,2,2,1,0,0,6,1,0,0
5661,52,34,19,19,16,13,18,11,14,5,19,19,11,15,3,7,3,2
5662,11,29,35,43,11,9,13,7,2,4,6,6,4,2,2,0,1,0
5663,85,50,92,78,66,36,40,20,14,52,23,10,11,8,9,4,3,1
5664,45,117,89,55,95,31,56,34,13,38,42,32,9,13,29,3,2,0
5665,25,8,8,14,7,5,3,9,3,3,4,2,3,2,3,1,0,0
5666,18,9,8,10,3,4,2,7,3,2,1,0,2,0,0,1,1,0
5667,139,118,58,45,23,60,36,33,30,11,21,14,14,19,9,11,11,12
5668,18,30,36,14,13,26,19,5,8,6,17,15,0,25,4,1,1,0
5669,13,46,2,1,3,14,2,0,4,1,1,0,1,5,0,0,0,1
5670,13,10,33,22,27,4,13,4,6,30,3,1,2,1,2,0,0,0
5671,56,37,25,11,13,22,16,10,11,2,7,4,0,3,4,1,3,1
5672,10,8,9,4,4,5,3,1,2,0,1,0,0,0,1,0,0,0
5673,23,28,7,9,7,28,6,2,8,3,5,0,6,6,6,3,6,0
5674,26,11,14,6,6,8,7,4,6,1,4,2,0,1,0,0,1,0
5675,232,164,149,181,65,78,61,80,45,34,14,13,41,8,6,17,14,1
5676,27,114,35,4,18,35,37,10,5,4,8,7,2,3,9,0,1,0
5677,105,75,55,47,25,45,40,16,17,1,16,10,6,13,7,6,2,2
5678,44,43,40,33,38,14,19,11,24,10,6,9,5,6,4,6,0,3
5679,39,22,174,59,47,16,53,18,21,11,0,0,5,2,6,0,5,0
5680,69,15,27,45,10,24,10,15,77,0,0,1,52,2,0,29,1,2
5681,12,13,3,5,2,1,2,4,2,2,2,3,2,0,0,1,1,1
5682,177,209,209,185,78,62,82,74,31,45,33,12,26,2,19,5,11,4
5683,35,42,59,40,16,33,29,12,7,3,1,0,11,1,3,1,2,0
5684,104,183,170,80,82,44,132,57,24,80,61,45,8,27,28,6,8,2
5685,12,24,4,8,2,5,1,2,0,3,3,2,1,2,0,0,0,0
5686,121,220,141,160,96,72,51,39,49,59,20,13,34,16,15,15,21,0
5687,13,21,52,13,31,10,75,8,3,2,10,6,0,4,11,1,1,0
5688,50,26,16,18,10,17,13,9,5,5,16,12,5,8,6,1,0,0
5689,215,162,97,99,50,82,49,35,24,18,31,20,21,20,15,5,7,6
5690,22,3,4,5,3,1,3,3,4,0,1,0,2,1,0,0,0,0
5691,22,80,40,10,20,26,58,7,5,2,22,6,1,7,10,0,5,0
5692,26,17,12,20,6,8,3,2,3,3,0,0,0,0,3,0,0,2
5693,37,6,5,6,3,9,1,4,4,0,1,0,4,0,1,7,0,0
5694,3,18,3,2,1,3,3,2,0,0,3,3,2,1,0,4,1,0
5695,8,8,12,6,25,5,8,0,1,4,2,1,1,0,2,1,1,0
5696,6,4,11,6,17,5,4,0,5,2,3,2,1,0,1,1,1,0
5697,8,10,8,7,5,1,4,2,0,0,0,0,0,1,2,0,0,0
5698,71,101,70,59,85,40,48,15,21,76,41,17,14,16,23,5,5,0
5699,65,123,82,76,101,28,51,20,16,35,16,9,11,10,22,5,2,0
5700,16,17,5,5,2,8,2,3,1,0,8,5,1,2,2,1,0,0
5701,24,32,49,28,40,13,28,12,12,10,27,24,3,12,10,3,1,0
5702,64,23,10,16,10,16,6,5,9,2,15,19,6,11,1,7,1,3
5703,15,8,17,20,7,2,5,12,3,24,0,0,6,0,0,17,22,0
5704,33,62,7,9,3,45,5,4,9,1,7,4,2,11,2,1,0,0
5705,42,76,29,21,14,59,37,6,5,7,53,41,2,22,18,1,1,0
5706,51,78,34,33,35,22,23,13,11,6,23,10,3,9,10,2,1,0
5707,33,54,19,14,8,24,4,5,6,3,9,13,5,7,1,1,0,1
5708,21,17,41,21,75,3,25,6,9,9,4,4,7,1,6,6,1,0
5709,30,19,98,37,38,15,32,16,9,10,1,1,3,1,7,3,4,0
5710,38,15,21,26,16,9,9,9,4,6,1,4,5,2,1,2,0,0
5711,21,7,19,46,4,9,5,6,0,6,0,0,7,0,0,0,0,0
5712,17,11,80,20,22,14,29,12,10,6,1,1,0,1,4,0,3,1
5713,5,30,1,1,1,8,2,2,1,0,6,1,3,0,0,1,0,0
5714,34,38,23,17,13,16,11,2,1,2,4,1,2,2,3,1,4,0
5715,19,10,65,20,26,8,26,13,12,4,4,8,3,0,5,7,2,0
5716,60,79,55,26,58,16,27,15,19,18,16,15,2,10,12,2,3,3
5717,161,144,101,52,42,40,43,55,27,17,23,18,9,17,9,4,22,1
5718,120,53,18,32,10,33,5,18,8,4,12,11,5,3,1,3,3,1
5719,9,7,10,6,4,1,3,0,3,1,0,0,1,3,1,0,0,0
5720,75,151,162,77,79,51,82,26,24,23,17,7,6,6,27,4,9,0
5721,25,11,3,10,3,5,2,7,4,1,3,1,4,3,1,5,1,2
5722,166,123,45,55,28,32,16,31,21,22,16,9,10,24,4,9,6,23
5723,45,56,70,49,61,18,37,22,19,15,31,22,6,17,18,3,0,5
5724,42,35,28,16,14,13,8,10,13,4,2,2,0,3,5,1,1,1
5725,8,7,4,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0
5726,54,47,78,24,22,18,21,13,63,4,4,0,1,2,8,3,2,0
5727,13,19,10,22,2,3,2,2,2,7,4,4,3,1,0,0,0,0
5728,43,263,56,12,39,61,78,13,10,9,50,13,6,19,19,1,8,0
5729,0,14,10,11,12,3,10,0,1,54,3,1,2,1,3,0,0,0
5730,27,49,24,20,12,21,10,10,5,2,3,2,2,0,2,1,1,0
5731,15,10,54,17,15,9,21,7,6,2,1,0,0,0,4,0,1,0
5732,12,10,21,6,9,17,26,2,4,1,3,1,1,3,2,1,1,0
5733,67,66,66,37,44,26,32,21,14,9,7,7,7,9,11,3,9,0
5734,95,83,31,28,13,89,14,13,19,6,11,9,9,21,4,6,2,0
5735,13,4,5,1,4,2,4,2,3,0,3,2,1,2,2,1,0,0
5736,44,32,21,19,13,14,8,9,13,5,5,3,7,4,4,7,1,3
5737,46,42,5,10,3,15,4,5,4,3,0,0,5,1,0,4,0,0
5738,134,107,233,123,125,35,76,51,58,118,14,9,17,6,11,10,5,2
5739,25,13,22,13,5,10,6,16,5,6,0,0,3,1,1,1,0,0
5740,16,17,49,20,35,7,35,1,7,5,2,2,1,0,3,2,0,1
5741,8,4,13,11,41,1,10,0,4,10,3,1,1,1,3,0,1,0
5742,19,15,4,3,0,12,4,3,4,1,8,6,2,16,0,0,0,1
5743,18,4,3,5,1,5,2,1,5,0,3,1,5,3,0,3,0,1
5744,149,204,69,32,46,117,57,21,30,19,65,23,11,57,20,4,9,0
5745,36,22,27,9,9,24,11,7,8,1,5,1,0,3,11,0,0,0
5746,38,18,29,17,22,4,12,6,9,7,5,4,1,2,5,0,0,0
5747,185,120,207,115,107,84,100,33,59,56,69,42,15,35,21,6,15,7
5748,21,10,17,14,6,4,3,8,3,4,5,4,3,2,1,1,2,0
5749,187,117,84,140,27,58,15,52,19,7,4,5,25,3,2,16,1,22
5750,61,29,33,31,10,15,12,28,8,5,1,0,8,3,3,14,2,1
5751,11,49,8,10,8,10,16,0,0,5,45,20,1,10,3,1,1,0
5752,85,60,7,15,4,29,5,11,8,2,8,3,7,5,2,4,2,2
5753,17,16,53,25,19,6,19,10,8,28,1,1,2,0,4,0,2,0
5754,162,155,68,36,32,71,42,23,23,12,28,21,12,17,14,7,7,4
5755,251,144,80,87,47,79,45,30,24,44,23,11,19,18,14,7,12,8
5756,13,17,5,3,2,11,6,1,2,0,7,2,0,3,1,0,0,0
5757,42,32,38,26,36,10,16,7,22,13,11,8,5,5,3,4,2,0
5758,35,61,50,46,17,24,28,20,7,3,7,1,17,1,9,13,1,0
5759,263,181,141,122,80,148,73,46,24,25,31,29,28,25,11,11,8,1
5760,7,27,2,2,3,4,3,1,1,0,3,3,1,1,0,0,0,0
5761,40,220,25,2,12,27,18,11,5,9,21,7,3,7,10,0,3,1
5762,79,119,54,23,50,53,53,5,18,12,90,42,7,35,24,0,1,0
5763,317,271,111,80,53,109,60,54,36,39,37,26,16,27,11,21,10,25
